index,marca,nombre,pegatina,anyo,km,combustible,cv,transmision,unico_dueno,ubicacion,longitud,anchura,altura,peso,maletero,deposito,velocidad_maxima,0a100,consumo,emisiones,numero_llaves,numero_extras,precio
3341,Seat,Seat Ibiza,C,2021,74834,Gasolina,110,MANUAL,True,,4.06,1.78,1.44,1134,1165,-,195,10.2,5.1,116,1,5,12314
3342,Nissan,Nissan X-TRAIL,C,2017,121358,Gasolina,163,MANUAL,True,Murcia,4.64,1.83,1.72,1430,1982,-,200,9.7,6.4,149,2,5,17090
3343,Hyundai,Hyundai i30,C,2021,55599,Gasolina,280,MANUAL,True,Barcelona,4.34,1.8,1.45,1419,1287,-,250,5.9,8.0,182,1,5,32390
3344,Audi,Audi A3,C,2020,108711,Diésel,150,AUTO,False,Madrid,4.31,1.79,1.43,1395,1220,-,218,8.1,5.7,120,2,5,24990
3345,Opel,Opel Grandland X,C,2020,133350,Diésel,130,MANUAL,True,Alicante,4.48,1.86,1.61,1435,1652,-,192,10.9,5.2,136,2,5,15990
3346,Renault,Renault Kangoo Combi,C,2018,79920,Diésel,75,MANUAL,False,Málaga,4.28,1.83,1.84,1320,,-,150,4.3,112.0,,2,5,14200
3347,Peugeot,Peugeot 208,C,2023,4927,Gasolina,75,MANUAL,True,,4.06,1.75,1.43,980,406,-,174,13.2,5.2,118,2,5,14790
3348,Hyundai,Hyundai Santa Fe,B,2013,195310,Diésel,197,AUTO,False,Barcelona,4.69,1.88,1.68,1840,1680,-,190,10.3,6.8,178,2,5,14500
3349,Land Rover,Land Rover Range Rover Evoque,B,2011,164642,Diésel,150,MANUAL,False,Barcelona,4.36,1.9,1.64,1700,1445,-,185,10.8,5.7,149,1,5,15450
3350,Abarth,Abarth 500,C,2015,128068,Gasolina,135,MANUAL,False,Valencia,3.66,1.63,1.48,1035,550,-,205,7.9,6.5,155,2,5,12690
3351,BMW,BMW Serie 1,C,2017,95533,Gasolina,184,AUTO,True,Alicante,4.33,1.77,1.44,1445,1200,-,230,7.1,5.7,131,2,5,23890
3352,MG,MG HS,C,2023,7212,Gasolina,162,MANUAL,False,,4.57,1.88,1.69,1513,1454,-,190,9.9,7.4,168,1,5,17561
3353,Toyota,Toyota Yaris,ECO,2019,53399,Híbrido,100,AUTO,True,,3.95,1.7,1.51,1165,768,-,165,11.8,4.0,87,2,5,16390
3354,Volkswagen,Volkswagen Passat,C,2017,140041,Diésel,150,AUTO,False,Madrid,4.77,1.83,1.46,1501,,-,218,8.7,4.5,118,2,5,18490
3355,Opel,Opel Zafira,C,2018,83754,Gasolina,140,AUTO,False,Madrid,4.67,1.88,1.66,1628,1792,-,197,10.9,6.9,150,2,5,15990
3356,Peugeot,Peugeot 308,C,2022,32812,Diésel,130,AUTO,False,Málaga,4.37,1.85,1.44,1361,,-,207,10.6,4.5,119,2,5,22740
3357,Fiat,Fiat Tipo,C,2016,119399,Diésel,95,MANUAL,True,Madrid,4.53,1.79,1.5,1205,,-,180,11.7,4.1,108,2,5,10800
3358,KIA,KIA Ceed Tourer,0_EMISIONES,2021,28676,Híbrido Enchufable,141,AUTO,True,Vizcaya,4.61,1.8,1.47,1608,1506,-,200,10.8,1.1,,1,5,18140
3359,Seat,Seat Ateca,C,2017,45040,Gasolina,150,MANUAL,False,Barcelona,4.36,1.84,1.62,1359,,-,201,8.5,5.4,123,1,5,20900
3360,Opel,Opel Zafira,C,2017,93042,Diésel,120,MANUAL,True,Murcia,4.67,1.88,1.66,1701,1860,-,186,12.7,4.5,119,2,5,14900
3361,Alfa Romeo,Alfa Romeo Giulia,C,2018,95547,Diésel,210,AUTO,False,Castellón,4.64,1.86,1.45,1535,,-,235,6.8,4.7,121,2,5,29900
3362,Seat,Seat León,C,2017,74836,Diésel,115,MANUAL,False,Sevilla,4.28,1.82,1.46,1260,1210,-,197,9.8,4.0,105,2,5,14690
3363,Dacia,Dacia Lodgy,C,2019,42615,Gasolina,102,MANUAL,True,Sevilla,4.5,1.75,1.68,1139,1861,-,172,11.4,6.8,155,2,5,16290
3364,Dacia,Dacia Jogger,ECO,2023,15638,Híbrido,140,AUTO,True,Madrid,4.55,1.78,1.63,1460,1819,-,167,10.0,4.9,110,2,5,28500
3365,KIA,KIA Rio,C,2017,78836,Gasolina,100,MANUAL,False,Madrid,4.07,1.73,1.45,1155,980,-,188,10.7,4.3,99,2,5,13290
3366,Mercedes,Mercedes Clase C,C,2011,145467,Gasolina,204,AUTO,False,Barcelona,4.59,1.77,1.41,1550,,-,240,7.2,6.5,163,2,5,15800
3367,Toyota,Toyota Corolla,ECO,2024,6297,Híbrido,140,AUTO,True,Madrid,4.37,1.79,1.46,1360,1052,-,180,9.2,4.4,100,2,5,26490
3368,Hyundai,Hyundai i20,C,2016,137194,Gasolina,84,MANUAL,False,Córdoba,4.04,1.73,1.47,1040,1017,-,170,13.1,4.8,112,2,4,7500
3369,Toyota,Toyota C-HR,ECO,2020,64165,Híbrido,184,AUTO,True,Córdoba,4.39,1.8,1.56,1560,1102,-,180,8.2,4.0,92,2,5,25190
3370,Porsche,Porsche Cayenne,ECO,2016,129475,Híbrido Enchufable,416,AUTO,False,Madrid,4.86,1.94,1.71,2425,1690,-,243,5.9,3.3,75,2,5,49890
3371,BMW,BMW Serie 3,C,2017,82683,Gasolina,326,AUTO,False,Gipuzkoa,4.63,1.81,1.47,1730,1500,-,250,5.0,7.2,168,2,5,39800
3372,Seat,Seat Arona,C,2019,99400,Diésel,115,MANUAL,False,Cádiz,4.14,1.78,1.55,1303,,-,185,10.3,4.3,114,2,5,17500
3373,Peugeot,Peugeot 3008,C,2021,32991,Diésel,130,MANUAL,False,,4.45,1.84,1.62,1417,1482,-,192,10.8,4.9,130,1,5,18099
3374,Peugeot,Peugeot 3008,C,2018,100203,Diésel,130,MANUAL,True,Córdoba,4.45,1.84,1.62,1417,1482,-,192,10.8,4.2,109,2,5,17500
3375,Mini,Mini MINI,C,2023,19956,Gasolina,136,AUTO,True,Vizcaya,3.86,1.73,1.41,1250,731,-,210,8.1,5.6,126,1,5,21322
3376,Peugeot,Peugeot 3008,C,2016,73584,Gasolina,130,MANUAL,False,,4.45,1.84,1.62,1250,1482,-,188,10.8,5.1,117,2,5,14890
3377,BMW,BMW Serie 3,C,2016,132871,Diésel,150,AUTO,False,Córdoba,4.63,1.81,1.44,1505,,-,215,8.6,4.0,106,2,5,17800
3378,Mazda,Mazda Mazda3,C,2017,63440,Gasolina,165,MANUAL,True,,4.47,1.8,1.47,1295,1263,-,210,8.2,5.8,135,2,5,14990
3379,Nissan,Nissan QASHQAI,C,2019,163794,Gasolina,140,MANUAL,False,Córdoba,4.39,1.81,1.59,1300,1598,-,193,10.5,5.7,159,2,5,15180
3380,Seat,Seat Ibiza,C,2019,72681,Gasolina,80,MANUAL,False,,4.06,1.78,1.44,1099,1165,-,170,14.7,4.7,112,2,5,11400
3381,Ford,Ford Puma,ECO,2021,26398,Híbrido,125,MANUAL,True,,4.21,1.81,1.54,1280,1161,-,191,9.8,5.6,121,2,5,18290
3382,BMW,BMW Serie 2 Active Tourer,C,2017,77975,Diésel,150,AUTO,True,Madrid,4.34,1.8,1.59,1450,1510,-,208,8.9,4.1,109,2,5,15537
3383,Mercedes,Mercedes Clase C,C,2016,132901,Diésel,204,AUTO,False,Cádiz,4.7,1.81,1.46,1660,1510,-,241,6.9,4.9,121,2,5,23300
3384,Peugeot,Peugeot Expert,C,2020,104363,Diésel,122,MANUAL,False,Málaga,4.96,1.92,1.9,1676,,-,170,5.5,188.0,,2,5,12809
3385,Peugeot,Peugeot 5008,B,2013,124190,Diésel,150,MANUAL,False,Valencia,4.53,1.84,1.64,1563,1754,-,195,9.9,5.4,138,2,5,11390
3386,BMW,BMW Serie 3,C,2006,152635,Gasolina,218,AUTO,False,Alicante,4.52,1.82,1.42,1505,,-,245,7.0,8.4,203,2,5,9700
3387,Volkswagen,Volkswagen Golf,C,2021,59387,Gasolina,301,AUTO,False,Madrid,4.3,1.79,1.47,1461,1230,-,250,5.6,7.4,167,2,5,40990
3388,Seat,Seat León,C,2017,97311,Gasolina,180,MANUAL,False,Barcelona,4.25,1.81,1.43,1290,1150,-,226,7.4,6.0,138,1,5,20190
3389,Audi,Audi Q2,C,2018,70706,Gasolina,190,AUTO,False,Girona,4.19,1.79,1.51,1505,1000,-,228,6.5,6.3,144,2,5,25490
3390,Mercedes,Mercedes Citan,C,2021,34275,Diésel,95,MANUAL,True,Madrid,4.32,1.83,1.82,1290,,-,,117.0,,,1,2,16250
3391,Audi,Audi A4,ECO,2022,35898,Híbrido,136,AUTO,False,Oviedo,4.76,1.85,1.43,1565,,-,210,9.5,4.8,107,2,5,31490
3392,Peugeot,Peugeot 3008,C,2018,99331,Diésel,130,MANUAL,False,,4.45,1.84,1.62,1417,1482,-,192,10.8,4.2,109,2,5,15690
3393,Ford,Ford Focus,C,2019,52885,Gasolina,150,MANUAL,True,Málaga,4.38,1.83,1.45,1369,1320,-,210,8.8,5.4,123,1,5,21200
3394,Mazda,Mazda MX-5,C,2016,71713,Gasolina,131,MANUAL,False,Alicante,3.92,1.74,1.23,1050,,-,204,8.3,6.0,139,2,5,18990
3395,Citroën,Citroën Jumpy,C,2019,168772,Diésel,115,MANUAL,False,,4.96,1.92,1.9,1789,,-,160,5.1,133.0,,2,5,10330
3396,Mini,Mini MINI,C,2022,27117,Gasolina,136,AUTO,False,Valencia,3.86,1.73,1.42,1325,,-,206,8.8,135.0,,1,5,22520
3397,Opel,Opel Corsa,C,2017,97379,Gasolina,90,MANUAL,False,Alicante,4.02,1.75,1.48,1163,1120,-,175,13.2,5.2,120,2,5,8690
3398,Mini,Mini MINI,C,2022,29811,Gasolina,136,AUTO,False,Valencia,3.86,1.73,1.42,1325,,-,206,8.8,135.0,,1,5,22479
3399,KIA,KIA Sportage,C,2021,63580,Gasolina,132,MANUAL,True,Valencia,4.49,1.86,1.65,1490,1492,-,182,11.5,7.9,169,1,5,16446
3400,Renault,Renault Clio,C,2022,48300,Gasolina,90,MANUAL,True,Alicante,4.05,1.8,1.44,1178,1069,-,180,12.2,5.2,117,1,5,10247
3401,BMW,BMW Serie 3,C,2015,140758,Diésel,190,AUTO,False,Málaga,4.63,1.81,1.44,1505,,-,235,7.3,4.0,106,2,5,18300
3402,BMW,BMW X5,C,2017,122349,Diésel,258,AUTO,False,Madrid,4.89,1.94,1.76,2145,1870,-,230,6.8,5.9,156,2,5,36990
3403,Audi,Audi A1,C,2019,72707,Gasolina,116,AUTO,False,Sevilla,4.03,1.74,1.41,1200,1090,-,203,9.4,5.9,108,2,5,18990
3404,Fiat,Fiat Freemont,B,2014,106658,Diésel,140,MANUAL,True,,4.91,1.88,1.71,1865,1461,-,185,12.3,6.4,169,2,5,12800
3405,BMW,BMW Serie 3,ECO,2020,73924,Híbrido,190,AUTO,False,Madrid,4.71,1.83,1.44,1525,,-,240,7.1,5.0,131,1,5,23512
3406,Volkswagen,Volkswagen Caddy,C,2017,84941,Diésel,102,MANUAL,True,,4.41,1.79,1.86,1457,,-,172,4.6,119.0,,2,5,17500
3407,Nissan,Nissan JUKE,C,2017,69141,Gasolina,190,AUTO,False,Sevilla,4.14,1.77,1.57,1431,786,-,200,8.4,6.5,153,2,5,15490
3408,KIA,KIA Sportage,C,2010,71224,Gasolina,135,MANUAL,True,Madrid,4.44,1.86,1.64,1305,1353,-,178,11.1,6.8,158,2,5,11500
3409,Toyota,Toyota Auris,C,2016,24951,Gasolina,116,MANUAL,True,,4.33,1.76,1.48,1265,,-,200,10.1,5.4,125,2,5,14300
3410,Ford,Ford Transit Connect,C,2018,14023,Diésel,75,MANUAL,False,Castellón,4.42,1.84,1.84,1423,,-,145,4.8,124.0,,1,5,11983
3411,Seat,Seat Ateca,C,2021,30094,Diésel,116,MANUAL,False,Castellón,4.38,1.84,1.6,1468,,-,185,10.9,4.9,129,1,5,18512
3412,Nissan,Nissan JUKE,C,2019,111201,Gasolina,112,AUTO,True,Castellón,4.14,1.77,1.57,1203,1189,-,178,12.3,8.0,180,2,5,12800
3413,Seat,Seat Mii,C,2014,96285,Gasolina,60,MANUAL,False,Castellón,3.56,1.65,1.48,929,959,-,160,14.4,4.5,105,2,5,6690
3414,Jaguar,Jaguar E-Pace,C,2018,81156,Diésel,180,AUTO,False,Castellón,4.41,1.9,1.65,1843,1234,-,205,9.3,5.6,147,2,5,24990
3415,Cupra,Cupra Ateca,C,2020,44401,Gasolina,300,AUTO,False,Almería,4.39,1.84,1.62,1626,,-,247,4.9,7.3,166,2,5,34900
3416,KIA,KIA Ceed Tourer,0_EMISIONES,2021,63972,Híbrido Enchufable,141,AUTO,True,Vizcaya,4.61,1.8,1.47,1608,1506,-,200,10.8,1.1,,1,5,18966
3417,Mercedes,Mercedes CLA,C,2020,45878,Diésel,150,AUTO,True,,4.69,1.83,1.44,1570,1370,-,221,8.4,4.9,130,2,5,26033
3418,BMW,BMW Serie 1,C,2021,88975,Gasolina,140,AUTO,False,,4.32,1.8,1.43,1365,1200,-,213,8.5,5.3,121,2,5,20165
3419,Mini,Mini MINI,C,2023,16218,Gasolina,136,AUTO,True,,3.86,1.73,1.41,1250,731,-,210,8.1,5.6,126,1,5,21280
3420,Dacia,Dacia Sandero,C,2014,97357,Gasolina,90,MANUAL,True,,4.08,1.73,1.52,1023,1200,-,168,11.1,5.4,125,2,5,7500
3421,Honda,Honda HR-V,C,2017,57418,Gasolina,130,MANUAL,False,Barcelona,4.29,1.77,1.61,1241,1533,-,192,10.2,5.6,130,1,5,17990
3422,KIA,KIA Ceed Tourer,0_EMISIONES,2021,56476,Híbrido Enchufable,141,AUTO,True,Vizcaya,4.61,1.8,1.47,1608,1506,-,200,10.8,1.1,,1,5,19173
3423,Toyota,Toyota Yaris,C,2016,95778,Gasolina,99,MANUAL,False,Madrid,3.95,1.7,1.51,1105,768,-,175,11.7,4.9,114,2,5,11990
3424,Peugeot,Peugeot 508,C,2017,126651,Diésel,120,AUTO,False,Madrid,4.83,1.83,1.48,1445,1598,-,198,11.2,4.2,108,2,5,12890
3425,Toyota,Toyota C-HR,ECO,2020,24525,Híbrido,184,AUTO,True,,4.39,1.8,1.56,1560,1102,-,180,8.2,5.2,119,2,5,21033
3426,Nissan,Nissan QASHQAI,B,2012,180416,Diésel,130,MANUAL,False,Toledo,4.33,1.78,1.62,1498,1513,-,190,10.3,4.5,119,2,5,7900
3427,Audi,Audi A1,C,2011,139365,Gasolina,122,AUTO,False,Barcelona,3.95,1.74,1.42,1200,920,-,203,8.9,5.3,122,2,5,11200
3428,Ford,Ford Kuga,C,2017,98838,Gasolina,150,MANUAL,True,Málaga,4.52,1.84,1.69,1579,1603,-,195,9.7,6.2,143,2,5,14500
3429,Opel,Opel Corsa,C,2021,50362,Diésel,102,MANUAL,True,,4.06,1.77,1.43,1165,,-,188,10.2,4.1,105,1,5,11074
3430,Hyundai,Hyundai Tucson,C,2018,92814,Gasolina,176,AUTO,True,Madrid,4.47,1.85,1.66,1475,1503,-,201,8.9,7.1,165,2,5,22300
3431,BMW,BMW Serie 3,C,2021,132866,Híbrido,150,AUTO,True,Valencia,4.71,1.83,1.44,1560,,-,218,8.2,4.4,118,2,5,25900
3432,Ford,Ford EcoSport,C,2018,80779,Gasolina,125,MANUAL,False,Madrid,4.1,1.77,1.65,1280,1238,-,180,12.7,5.2,119,2,5,13200
3433,Opel,Opel Adam,C,2016,134019,Gasolina,100,MANUAL,False,Madrid,3.7,1.72,1.48,1135,663,-,185,11.5,5.0,118,2,5,8900
3434,Seat,Seat Arona,C,2020,44735,Gasolina,115,MANUAL,False,Madrid,4.14,1.78,1.55,1189,,-,190,9.8,5.8,131,2,5,17390
3435,Alfa Romeo,Alfa Romeo Stelvio,C,2022,23756,Gasolina,280,AUTO,True,Madrid,4.69,1.9,1.67,1660,1600,-,230,5.7,7.0,189,1,5,45990
3436,Suzuki,Suzuki Swift,ECO,2021,25004,Híbrido,83,MANUAL,True,Barcelona,3.85,1.74,1.5,865,,-,180,13.1,4.9,111,2,5,15900
3437,Ford,Ford Puma,C,2020,32518,Gasolina,125,MANUAL,True,Granada,4.21,1.81,1.54,1280,1161,-,191,10.0,5.8,135,2,5,20990
3438,Dacia,Dacia Duster,C,2021,58890,Diésel,115,MANUAL,True,Granada,4.34,1.8,1.69,1395,1478,-,183,10.5,4.9,128,1,5,16990
3439,Ford,Ford Focus,B,2015,128234,Diésel,115,MANUAL,False,Vizcaya,4.36,1.82,1.48,1344,1148,-,193,10.8,4.2,109,2,5,9900
3440,Citroën,Citroën Grand C4 Picasso,C,2017,36793,Diésel,120,MANUAL,True,,4.6,1.83,1.64,1347,,-,189,13.9,4.0,105,2,5,15780
3441,Toyota,Toyota Auris,ECO,2015,134091,Híbrido,136,AUTO,False,Valencia,4.33,1.76,1.48,1385,,-,180,10.9,3.9,91,2,5,14490
3442,Volvo,Volvo V60 Cross Country,C,2016,143794,Diésel,150,AUTO,True,Sevilla,4.64,1.87,1.55,1741,1241,-,205,9.1,4.6,120,2,5,16301
3443,Volkswagen,Volkswagen T-Roc,C,2021,41554,Diésel,115,MANUAL,False,,4.23,1.82,1.57,1414,1290,-,187,10.4,4.7,114,1,5,18553
3444,Lexus,Lexus RC,ECO,2019,49792,Híbrido,223,AUTO,False,Badajoz,4.7,1.84,1.4,1736,,-,190,8.6,6.2,141,2,5,37500
3445,Ford,Ford Ka+,C,2018,47018,Gasolina,70,MANUAL,False,Madrid,3.93,1.7,1.52,1055,849,-,161,16.0,5.0,114,2,5,10290
3446,Citroën,Citroën C5 Aircross,C,2019,45024,Diésel,131,MANUAL,True,,4.5,1.97,1.69,1505,1630,-,189,10.4,4.1,106,2,5,18800
3447,Mitsubishi,Mitsubishi Eclipse Cross,0_EMISIONES,2022,14385,Híbrido Enchufable,188,AUTO,False,Alicante,4.55,1.81,1.69,1910,1153,-,162,10.9,45.0,,2,5,22892
3448,Hyundai,Hyundai Tucson,ECO,2019,54116,Híbrido,136,MANUAL,True,Madrid,4.48,1.85,1.66,1507,1503,-,180,11.8,5.8,151,2,5,23290
3449,Volkswagen,Volkswagen Passat,B,2012,130830,Diésel,140,MANUAL,False,Madrid,4.77,1.82,1.52,1571,1731,-,210,10.0,4.6,120,1,5,12300
3450,Seat,Seat Ibiza,C,2018,132283,Gasolina,75,MANUAL,False,Castellón,4.06,1.78,1.44,1091,1165,-,167,14.7,4.9,112,2,5,9900
3451,Mercedes,Mercedes Vito,C,2021,27606,Diésel,102,MANUAL,False,Madrid,5.14,1.93,1.91,1761,,-,,164.0,,,2,4,22190
3452,Renault,Renault Clio,C,2022,46039,Gasolina,90,MANUAL,True,,4.05,1.8,1.44,1178,1069,-,180,12.2,5.2,117,1,5,10247
3453,Renault,Renault Espace,C,2016,230737,Gasolina,200,AUTO,False,Madrid,4.86,1.89,1.68,1609,2101,-,211,8.6,6.2,140,2,5,18990
3454,Hyundai,Hyundai Tucson,ECO,2022,83723,Híbrido,150,MANUAL,False,,4.5,1.87,1.65,1463,1756,-,,148.0,,,2,5,18099
3455,Volkswagen,Volkswagen T-Cross,C,2021,82296,Gasolina,95,MANUAL,False,,4.11,1.76,1.58,1252,1281,-,180,11.6,5.7,110,2,5,12314
3456,Volkswagen,Volkswagen Crafter,ECO,2019,137738,Diésel,102,MANUAL,True,Madrid,5.99,2.04,2.36,2022,,-,143,7.2,187.0,,2,5,17727
3457,Cupra,Cupra Formentor,C,2023,19697,Diésel,150,MANUAL,False,Madrid,4.45,1.84,1.52,1513,,-,205,9.3,4.7,126,1,5,22975
3458,Renault,Renault Captur,C,2016,75513,Gasolina,120,AUTO,False,Madrid,4.12,1.78,1.57,1184,1235,-,192,10.6,5.5,127,2,5,13990
3459,Dacia,Dacia Dokker,ECO,2020,162914,GLP,109,MANUAL,True,Madrid,4.36,1.75,1.81,1210,,-,170,8.2,143.0,,2,2,11990
3460,Cupra,Cupra Formentor,C,2022,27061,Gasolina,150,AUTO,True,Pontevedra,4.45,1.84,1.52,1463,,-,203,8.9,6.8,152,2,5,25700
3461,Hyundai,Hyundai Santa Fe,C,2019,79438,Diésel,200,AUTO,True,,4.77,1.89,1.71,1805,,-,203,9.3,5.9,156,2,5,23710
3462,Hyundai,Hyundai Kona,ECO,2021,57514,Híbrido,141,AUTO,True,Valencia,4.17,1.8,1.57,1376,1143,-,160,11.2,3.9,90,2,5,22800
3463,Opel,Opel Astra,C,2007,188975,Gasolina,105,MANUAL,False,,4.25,1.75,1.46,1265,1295,-,185,12.3,6.6,158,2,5,3600
3464,Volkswagen,Volkswagen Golf,C,2018,68897,Gasolina,150,AUTO,False,Madrid,4.26,1.79,1.49,1317,1270,-,216,8.3,5.0,114,2,5,24990
3465,Nissan,Nissan Micra,C,2017,130424,Gasolina,80,MANUAL,True,Barcelona,3.83,1.67,1.51,925,1132,-,170,13.7,5.0,115,2,5,7900
3466,DS,DS DS 4,C,2022,55764,Diésel,130,AUTO,False,Madrid,4.4,,1.47,1414,1240,-,203,10.9,4.8,125,2,5,21404
3467,Peugeot,Peugeot 308,B,2011,147949,Diésel,90,MANUAL,False,,4.28,1.82,1.52,1378,1200,-,180,12.6,4.5,120,1,5,5190
3468,Toyota,Toyota Proace City Verso,C,2020,93407,Diésel,131,AUTO,False,Barcelona,4.4,1.85,1.88,1505,,-,184,4.0,105.0,,2,5,24300
3469,Citroën,Citroën C4,C,2008,76285,Gasolina,90,MANUAL,True,Girona,4.26,1.77,1.46,1257,1023,-,182,12.8,6.4,153,2,5,5900
3470,Hyundai,Hyundai Kona,ECO,2020,50387,Híbrido,141,AUTO,False,Castellón,4.17,1.8,1.57,1376,1143,-,160,11.2,3.9,90,1,5,18173
3471,Mitsubishi,Mitsubishi Eclipse Cross,0_EMISIONES,2022,4811,Híbrido Enchufable,188,AUTO,True,Alicante,4.55,1.81,1.69,1910,1153,-,162,10.9,45.0,,2,5,23057
3472,Mini,Mini MINI,C,2020,57765,Gasolina,102,MANUAL,True,Madrid,3.98,1.73,1.43,1240,941,-,192,10.6,5.9,133,2,5,12603
3473,Citroën,Citroën C3 Aircross,C,2018,71163,Diésel,102,MANUAL,True,Granada,4.15,1.76,1.64,1203,1289,-,175,11.5,4.0,105,2,5,13400
3474,SsangYong,SsangYong Tivoli,C,2024,321,Gasolina,135,MANUAL,False,Zaragoza,4.22,1.81,1.61,1300,1115,-,181,6.9,159.0,,2,5,19990
3475,Audi,Audi A1,C,2020,7540,Gasolina,95,MANUAL,False,,4.03,1.74,1.41,1165,1090,-,191,10.8,5.7,107,1,5,15123
3476,Dacia,Dacia Dokker,C,2016,120859,Diésel,90,MANUAL,True,,4.39,1.77,1.85,1205,3000,-,163,13.3,4.2,108,2,5,12990
3477,Nissan,Nissan QASHQAI,C,2017,148530,Diésel,130,MANUAL,False,Ciudad,4.38,1.81,1.59,1419,1598,-,190,9.9,4.4,116,2,5,14500
3478,Volkswagen,Volkswagen Golf,C,2016,73695,Diésel,150,AUTO,False,Madrid,4.26,1.8,1.45,1375,1270,-,214,8.6,4.5,117,2,5,18900
3479,Mercedes,Mercedes Clase T,C,2023,9041,Diésel,95,MANUAL,True,Madrid,4.5,1.86,1.81,1679,,-,164,5.3,140.0,,1,5,20454
3480,Renault,Renault Clio,C,2022,52216,Gasolina,90,MANUAL,True,,4.05,1.8,1.44,1178,1069,-,180,12.2,5.2,117,1,5,10165
3481,Mini,Mini MINI,C,2020,58526,Gasolina,102,MANUAL,True,Madrid,3.98,1.73,1.43,1240,941,-,192,10.6,5.9,133,2,5,12561
3482,Audi,Audi A5,ECO,2021,77014,Híbrido,204,AUTO,True,,4.76,1.84,1.39,1605,1280,-,210,7.4,5.5,126,2,5,32975
3483,Renault,Renault Clio,C,2022,49159,Gasolina,90,MANUAL,True,Alicante,4.05,1.8,1.44,1178,1069,-,180,12.2,5.2,117,1,5,10247
3484,Mitsubishi,Mitsubishi Outlander,0_EMISIONES,2014,169191,Híbrido Enchufable,203,AUTO,False,Cádiz,4.66,1.8,1.68,1810,934,-,170,11.0,1.9,52,2,5,15300
3485,Hyundai,Hyundai i20,C,2018,111987,Diésel,90,MANUAL,False,Madrid,4.04,1.73,1.47,1165,1017,-,175,12.1,4.1,106,2,5,13990
3486,Nissan,Nissan Townstar,C,2023,5,Gasolina,130,MANUAL,False,Castellón,4.49,1.86,1.79,1475,2800,-,183,12.8,7.0,154,1,5,20165
3487,Nissan,Nissan Townstar,C,2023,6,Gasolina,130,MANUAL,False,Castellón,4.49,1.86,1.79,1475,2800,-,183,12.8,7.0,154,1,5,20165
3488,Mercedes,Mercedes GLA,C,2019,128441,Gasolina,122,AUTO,False,Madrid,4.42,1.8,1.49,1395,1235,-,200,8.7,7.4,167,2,5,23990
3489,Citroën,Citroën Berlingo,C,2018,145236,Diésel,130,MANUAL,True,Toledo,4.4,1.81,1.8,1430,,-,185,4.0,110.0,,2,5,15900
3490,Toyota,Toyota Proace City,C,2021,45235,Diésel,102,MANUAL,False,,4.4,1.85,1.88,1395,,-,172,3.9,104.0,,2,5,13057
3491,Renault,Renault Clio,C,2018,48034,Gasolina,90,MANUAL,True,Barcelona,4.06,1.73,1.45,1082,1146,-,180,12.2,4.7,105,2,5,12300
3492,XEV,XEV YOYO,0_EMISIONES,2022,5674,Eléctrico,20,AUTO,True,Toledo,0.0,0.0,0.0,,,-,,,,,2,1,11900
3493,Peugeot,Peugeot 308,C,2020,63317,Diésel,130,AUTO,False,Alicante,4.59,1.8,1.47,1394,1775,-,205,4.9,126.0,,2,5,16990
3494,Seat,Seat León,C,2015,146400,Gasolina,110,MANUAL,True,Madrid,4.26,1.82,1.46,1209,1210,-,191,10.2,4.9,113,2,5,10490
3495,Audi,Audi A1,C,2020,15140,Gasolina,95,MANUAL,False,,4.03,1.74,1.41,1165,1090,-,191,10.8,5.7,107,2,5,14793
3496,Seat,Seat León,C,2020,39407,Gasolina,290,AUTO,False,Barcelona,4.28,1.82,1.44,1431,1210,-,250,6.0,6.5,149,2,5,29900
3497,Skoda,Skoda Fabia,C,2016,89675,Gasolina,75,MANUAL,True,Vizcaya,3.99,1.73,1.47,955,1150,-,172,14.7,4.8,108,1,5,9390
3498,Peugeot,Peugeot Rifter,C,2023,12371,Diésel,130,MANUAL,True,Madrid,4.4,1.85,1.82,1424,,-,170,163.0,,,1,5,21074
3499,Peugeot,Peugeot 108,C,2019,19874,Gasolina,72,MANUAL,False,Málaga,3.48,1.62,1.46,915,780,-,160,13.8,4.1,93,2,5,9900
3500,Hyundai,Hyundai IONIQ,0_EMISIONES,2020,49292,Híbrido Enchufable,141,AUTO,False,Barcelona,4.47,1.82,1.45,1495,1401,-,178,10.6,1.1,63,2,5,16033
3501,Mercedes,Mercedes CLA,C,2017,107421,Gasolina,122,AUTO,True,Murcia,4.63,1.78,1.44,1430,1354,-,210,9.1,5.8,134,2,5,21990
3502,Renault,Renault Clio,C,2022,49444,Gasolina,90,MANUAL,True,,4.05,1.8,1.44,1178,1069,-,180,12.2,5.2,117,1,5,10206
3503,KIA,KIA Stonic,C,2018,96399,Diésel,110,MANUAL,True,Alicante,4.14,1.76,1.52,1255,1155,-,175,11.3,4.2,109,2,5,15290
3504,Peugeot,Peugeot Traveller,C,2018,177062,Diésel,150,MANUAL,False,Málaga,4.96,1.92,1.9,1705,2550,-,170,11.0,5.3,139,2,5,24900
3505,Opel,Opel Corsa,C,2019,83529,Gasolina,90,MANUAL,False,Valencia,4.02,1.75,1.48,1163,1120,-,175,13.2,5.5,132,1,5,9990
3506,Mini,Mini MINI,C,2022,31626,Gasolina,136,AUTO,False,Castellón,3.86,1.73,1.42,1325,,-,206,8.8,135.0,,1,5,21776
