index,marca,nombre,pegatina,anyo,km,combustible,cv,transmision,unico_dueno,ubicacion,longitud,anchura,altura,peso,maletero,deposito,velocidad_maxima,0a100,consumo,emisiones,numero_llaves,numero_extras,precio
668,Citroën,Citroën Berlingo,C,2016,62124,Diésel,120,MANUAL,False,Barcelona,4.38,1.81,1.8,1398,,-,176,4.4,115.0,,1,5,14750
669,Ford,Ford Focus,ECO,2020,74907,Híbrido,125,MANUAL,True,Madrid,4.4,1.83,1.48,1322,1320,-,199,10.0,4.9,94,2,5,17990
670,Ford,Ford Focus,C,2018,109386,Gasolina,125,MANUAL,True,Santander,4.36,1.82,1.47,1280,1262,-,193,11.0,4.7,108,2,5,15300
671,Seat,Seat Tarraco,C,2020,88721,Diésel,190,AUTO,False,Madrid,4.74,1.84,1.67,1816,,-,210,8.0,5.5,146,2,5,33500
672,Infiniti,Infiniti Q30,C,2019,41334,Gasolina,122,MANUAL,False,Ciudad,4.43,1.81,1.5,1432,,-,200,9.4,7.3,166,2,5,18950
673,Skoda,Skoda Scala,C,2021,52718,Gasolina,150,MANUAL,True,Vizcaya,4.36,1.79,1.47,1312,1410,-,,112.0,,,2,5,18200
674,Peugeot,Peugeot 3008,C,2020,58320,Diésel,130,AUTO,False,Madrid,4.45,1.84,1.62,1430,1482,-,189,11.5,4.1,135,1,5,25900
675,BMW,BMW Serie 1,C,2017,129676,Diésel,116,MANUAL,False,Barcelona,4.33,1.77,1.44,1395,1200,-,200,10.3,4.0,97,2,5,17990
676,Opel,Opel Crossland X,C,2018,95719,Gasolina,130,MANUAL,False,Murcia,4.21,1.83,1.61,1274,1255,-,206,9.1,5.1,116,2,5,11800
677,BMW,BMW Serie 1,C,2017,73815,Diésel,116,MANUAL,False,Almería,4.33,1.77,1.44,1395,1200,-,200,10.3,3.7,97,2,5,18990
678,Volkswagen,Volkswagen Polo,C,2019,119751,Gasolina,80,MANUAL,False,Málaga,4.05,1.75,1.46,1105,1125,-,170,14.9,5.8,110,2,5,11990
679,Audi,Audi A1,C,2019,42876,Gasolina,116,MANUAL,False,Córdoba,4.03,1.74,1.41,1180,1090,-,203,9.5,4.9,111,2,5,21350
680,SsangYong,SsangYong Tivoli,C,2016,125996,Diésel,115,MANUAL,False,Murcia,4.2,1.8,1.59,1355,1115,-,175,4.3,113.0,,2,5,13990
681,Hyundai,Hyundai Tucson,ECO,2024,8495,Híbrido,150,MANUAL,False,Valencia,4.5,1.87,1.65,1463,1756,-,189,10.3,6.6,149,2,5,29750
682,Volvo,Volvo XC40,0_EMISIONES,2022,23251,Híbrido Enchufable,211,AUTO,False,Badajoz,4.43,1.86,1.65,1741,1328,-,180,8.5,1.8,45,1,5,34500
683,BYD,BYD Seal,0_EMISIONES,2024,3111,Eléctrico,313,AUTO,True,Madrid,4.8,1.88,1.46,2055,,-,180,5.9,570.0,,2,5,44500
684,Opel,Opel Corsa,C,2020,50177,Gasolina,75,MANUAL,True,,4.06,1.75,1.44,1055,1118,-,174,13.2,18.5,123,2,5,10990
685,Volkswagen,Volkswagen Polo,B,2006,108827,Diésel,70,MANUAL,True,Alicante,3.92,1.65,1.47,1089,1030,-,164,14.6,4.5,122,2,1,5750
686,Mazda,Mazda Mazda3,C,2017,143315,Diésel,150,MANUAL,False,Alicante,4.47,1.8,1.47,1395,1263,-,210,8.1,4.1,107,2,5,13850
687,Skoda,Skoda Octavia,C,2018,114182,Gasolina,230,MANUAL,False,Toledo,4.68,1.81,1.45,1420,1580,-,250,6.7,6.5,149,2,5,24300
688,BMW,BMW X2,C,2022,27329,Gasolina,140,AUTO,False,Badajoz,4.36,1.82,1.53,1470,1355,-,205,9.6,5.6,129,1,5,24214
689,Volkswagen,Volkswagen T-Roc,C,2023,13914,Gasolina,150,AUTO,True,Madrid,4.24,1.82,1.58,1353,1290,-,205,8.6,6.4,138,1,5,28350
690,Nissan,Nissan QASHQAI,B,2010,112324,Diésel,106,MANUAL,False,Alicante,4.33,1.78,1.62,1407,1513,-,177,12.2,5.1,135,2,5,9800
691,Peugeot,Peugeot Rifter,C,2023,7342,Diésel,130,AUTO,True,Cádiz,4.4,1.85,1.82,1424,,-,184,5.3,159.0,,2,5,31800
692,Mercedes,Mercedes Clase A,C,2020,36170,Gasolina,163,MANUAL,True,Alicante,4.42,1.8,1.44,1355,1195,-,225,8.2,5.9,135,1,5,22438
693,Ford,Ford Kuga,C,2019,144482,Diésel,120,MANUAL,False,Alicante,4.52,1.84,1.75,1751,1603,-,180,13.4,5.2,168,1,5,14800
694,Renault,Renault Kadjar,C,2017,101608,Diésel,110,MANUAL,False,Cáceres,4.45,1.84,1.61,1380,1478,-,182,11.9,3.8,99,2,5,16700
695,Toyota,Toyota C-HR,ECO,2017,106564,Híbrido,122,AUTO,True,Madrid,4.36,1.8,1.56,1495,1160,-,170,11.0,3.8,87,2,5,18900
696,KIA,KIA Ceed,C,2019,79922,Gasolina,120,MANUAL,True,Barcelona,4.31,1.8,1.45,1297,1291,-,190,11.1,5.6,125,2,5,17390
697,Citroën,Citroën C5 Aircross,C,2020,58768,Diésel,131,MANUAL,True,Barcelona,4.5,1.97,1.69,1505,1630,-,189,10.4,5.3,139,2,5,20450
698,Citroën,Citroën C-Elysée,C,2020,95131,Diésel,102,MANUAL,True,Barcelona,4.42,1.75,1.47,1165,,-,190,10.1,4.4,116,2,5,11900
699,Volkswagen,Volkswagen Beetle,C,2013,57804,Gasolina,105,MANUAL,False,Madrid,4.28,1.81,1.49,1274,,-,180,10.9,5.9,137,2,5,14350
700,Seat,Seat Ibiza,ECO,2019,75801,GNC,90,MANUAL,False,Barcelona,4.06,1.78,1.44,1257,,-,180,12.1,5.1,92,2,5,12500
701,Volkswagen,Volkswagen Polo,C,2021,65002,Gasolina,95,MANUAL,False,,4.05,1.75,1.46,1145,1125,-,187,10.8,5.3,104,2,5,14450
702,BMW,BMW X2,C,2022,11904,Diésel,150,MANUAL,False,Madrid,4.36,1.82,1.53,1575,1355,-,207,9.3,4.9,130,1,5,25165
703,Nissan,Nissan QASHQAI,ECO,2021,90736,Híbrido,158,AUTO,False,Badajoz,4.43,1.84,1.63,1511,1593,-,199,9.2,6.6,145,1,5,20041
704,BMW,BMW X4,C,2017,148287,Diésel,190,AUTO,False,Toledo,4.67,1.88,1.62,1815,1400,-,212,8.0,5.4,142,2,5,27650
705,Audi,Audi A4,ECO,2019,43190,Diésel,163,AUTO,False,Madrid,4.76,1.85,1.44,1615,1495,-,210,8.5,5.2,101,1,5,23016
706,Toyota,Toyota Auris,ECO,2017,182277,Híbrido,136,AUTO,True,,4.33,1.76,1.48,1385,,-,180,10.9,3.9,91,2,5,11900
707,Mercedes,Mercedes Clase A,C,2020,81600,Diésel,116,MANUAL,False,Madrid,4.42,1.8,1.44,1425,1185,-,202,10.6,4.6,120,2,5,21990
708,Hyundai,Hyundai i20,C,2023,9610,Gasolina,100,MANUAL,True,Madrid,4.07,1.78,1.45,1065,1165,-,188,10.4,5.3,121,2,5,18990
709,DS,DS DS 5,C,2017,97635,Diésel,150,MANUAL,False,Córdoba,4.53,1.87,1.54,1537,,-,210,9.8,4.1,113,2,5,16990
710,Seat,Seat Ibiza,B,2015,16435,Diésel,105,MANUAL,False,Girona,4.06,1.69,1.45,1170,847,-,188,10.5,,,1,5,11800
711,Dacia,Dacia Sandero,C,2023,13140,Gasolina,110,MANUAL,True,Badajoz,4.1,1.85,1.54,1096,1108,-,172,12.0,5.5,125,2,5,17300
712,RIMOR,RIMOR Luano Camp,C,2018,90857,Diésel,131,MANUAL,False,La,0.0,0.0,0.0,,,-,,,,,2,5,53990
713,Renault,Renault Scénic,C,2018,79710,Diésel,110,AUTO,False,Cáceres,4.41,1.87,1.65,1501,,-,184,12.4,4.0,104,2,5,17990
714,Renault,Renault Clio,C,2019,44890,Gasolina,76,MANUAL,True,,4.06,1.73,1.45,1090,1146,-,178,12.3,5.0,114,2,5,8512
715,Seat,Seat León,C,2021,47239,Gasolina,150,MANUAL,False,Madrid,4.37,1.8,1.44,1330,,-,217,8.7,5.7,131,2,5,23500
716,Iveco,Iveco Daily,C,2019,151019,Diésel,156,MANUAL,True,Ciudad,5.08,2.01,,,,-,,,,,2,1,19800
717,Toyota,Toyota Auris,ECO,2017,41712,Híbrido,136,AUTO,False,Barcelona,4.33,1.76,1.48,1385,,-,180,10.9,3.5,79,2,5,17990
718,Toyota,Toyota Aygo,C,2018,105787,Gasolina,69,MANUAL,False,Barcelona,3.46,1.62,1.46,855,812,-,160,14.2,4.1,95,2,5,10750
719,Peugeot,Peugeot Partner,C,2015,149685,Diésel,100,MANUAL,False,Barcelona,4.38,1.86,1.86,1320,,-,166,4.3,113.0,,2,5,10990
720,Peugeot,Peugeot 3008,C,2019,143837,Diésel,130,MANUAL,False,Madrid,4.45,1.84,1.62,1417,1482,-,192,10.8,4.2,142,2,5,15700
721,SsangYong,SsangYong Kyron,B,2009,128421,Diésel,138,MANUAL,False,Sevilla,4.66,1.88,1.76,1770,,-,174,7.3,195.0,,1,5,7300
722,Nissan,Nissan PULSAR,C,2016,76587,Diésel,110,MANUAL,True,Barcelona,4.39,1.77,1.52,1306,1385,-,190,11.5,3.6,94,1,5,11990
723,KIA,KIA Sportage,C,2024,312,Híbrido,160,MANUAL,True,Girona,4.51,1.87,1.65,1630,1751,-,192,9.8,6.6,149,2,5,28990
724,Mazda,Mazda CX-30,ECO,2019,84054,Gasolina,122,MANUAL,False,Barcelona,4.39,1.8,1.54,1320,,-,186,10.6,6.2,141,2,5,20890
725,Renault,Renault Clio,ECO,2021,48763,Híbrido,140,AUTO,True,,4.05,1.8,1.44,1323,979,-,186,9.9,4.4,99,2,5,17900
726,Volkswagen,Volkswagen Tiguan,C,2019,59948,Gasolina,150,AUTO,True,Navarra,4.49,1.84,1.65,1568,1655,-,200,9.2,7.3,134,2,5,22231
727,BMW,BMW Serie 5,ECO,2020,88990,Híbrido,190,AUTO,True,Madrid,4.96,1.87,1.48,1670,,-,235,7.2,4.8,127,2,5,37500
728,Opel,Opel Corsa,C,2021,95730,Gasolina,100,MANUAL,False,,4.06,1.77,1.43,1165,,-,188,9.9,5.5,119,2,5,10082
729,Opel,Opel Crossland X,C,2019,108452,Diésel,102,MANUAL,False,Castellón,4.21,1.77,1.61,1289,1255,-,178,11.7,4.0,105,2,5,10661
730,Mercedes,Mercedes Citan,C,2021,69440,Diésel,95,MANUAL,True,Castellón,4.32,1.83,1.82,1290,,-,,117.0,,,2,5,12933
731,Ford,Ford Tourneo Courier,C,2017,77000,Gasolina,100,MANUAL,False,Alicante,4.16,1.76,1.73,1190,1656,-,173,12.3,5.2,120,1,5,12300
732,Volvo,Volvo S60,C,2016,96213,Diésel,150,MANUAL,False,Córdoba,4.64,1.87,1.48,1644,,-,215,9.0,3.9,102,2,5,16990
733,Nissan,Nissan QASHQAI,C,2016,73104,Diésel,110,MANUAL,False,Valencia,4.38,1.81,1.59,1365,1598,-,182,11.9,4.0,103,2,5,16490
734,Renault,Renault Captur,C,2024,2938,Gasolina,90,MANUAL,False,Córdoba,4.23,1.8,1.58,1201,1275,-,168,14.0,6.0,132,2,5,20990
735,BMW,BMW Serie 2,C,2015,135686,Diésel,190,AUTO,False,Madrid,4.43,1.77,1.41,1610,,-,225,7.5,4.4,116,2,5,22500
736,Peugeot,Peugeot 307,B,2006,198752,Diésel,90,MANUAL,False,Barcelona,4.42,1.76,1.54,1393,1675,-,174,12.8,5.0,131,1,3,2900
737,Renault,Renault Captur,C,2017,138336,Diésel,90,MANUAL,False,Sevilla,4.12,1.78,1.57,1178,1235,-,171,13.1,3.7,95,1,5,11900
738,Ford,Ford Tourneo Courier,C,2018,52718,Gasolina,100,MANUAL,True,Córdoba,4.16,1.76,1.77,1190,1785,-,169,12.3,5.8,131,2,5,13750
739,Citroën,Citroën C3 Aircross,C,2021,75906,Gasolina,110,MANUAL,True,Zaragoza,4.15,1.76,1.64,1179,1289,-,190,10.1,6.2,141,2,5,11561
740,Opel,Opel Mokka,C,2015,51345,Gasolina,140,MANUAL,True,Valencia,4.28,1.78,1.74,1394,1372,-,196,9.9,6.0,139,2,5,12700
741,Nissan,Nissan QASHQAI,C,2020,82909,Diésel,115,AUTO,False,Valencia,4.39,1.81,1.59,1400,1598,-,183,13.0,5.3,138,1,5,21390
742,Ford,Ford Kuga,C,2019,79984,Gasolina,120,MANUAL,False,,4.52,1.84,1.75,1615,1603,-,180,12.6,6.9,173,1,5,14790
743,BMW,BMW Serie 2 Active Tourer,C,2016,64090,Diésel,150,AUTO,False,Barcelona,4.34,1.8,1.59,1450,1510,-,208,8.9,4.1,109,2,5,17850
744,Volkswagen,Volkswagen Golf,C,2017,94546,Gasolina,110,AUTO,False,Alicante,4.26,1.8,1.45,1229,1270,-,195,9.9,4.9,112,2,5,16490
745,Opel,Opel Corsa,C,2017,58969,Gasolina,90,MANUAL,False,Barcelona,4.02,1.75,1.48,1163,1120,-,175,13.2,5.2,120,2,5,9800
746,Opel,Opel Astra,C,2021,65569,Gasolina,145,MANUAL,False,,4.37,1.81,1.49,1280,1210,-,220,9.4,5.3,119,2,5,15680
747,Nissan,Nissan QASHQAI,C,2018,124754,Diésel,130,MANUAL,True,Murcia,4.39,1.81,1.59,1429,1598,-,190,9.9,4.4,116,2,5,19750
748,Mitsubishi,Mitsubishi Eclipse Cross,C,2019,53827,Gasolina,163,AUTO,False,Girona,4.41,1.81,1.69,1495,1122,-,200,9.7,8.5,192,2,5,22450
749,Seat,Seat Ibiza,C,2022,21585,Gasolina,110,MANUAL,False,Málaga,4.06,1.78,1.44,1169,1165,-,195,10.3,5.1,116,2,5,17450
750,Hyundai,Hyundai i20,C,2020,40407,Gasolina,100,MANUAL,False,Madrid,4.04,1.73,1.47,1040,1042,-,188,10.8,5.8,132,2,5,13900
751,Toyota,Toyota C-HR,ECO,2020,45265,Híbrido,122,AUTO,True,Barcelona,4.39,1.8,1.56,1495,1102,-,170,11.0,3.8,86,2,5,21900
752,Mercedes,Mercedes Clase A,B,2008,166765,Diésel,109,MANUAL,False,Santander,3.84,1.76,1.59,1345,1370,-,186,10.8,5.2,137,1,5,6900
753,Citroën,Citroën C4,C,2021,82732,Gasolina,130,MANUAL,True,Zaragoza,4.36,1.8,1.53,1322,1250,-,210,8.9,5.4,120,2,5,12603
754,Peugeot,Peugeot Rifter,C,2022,46526,Diésel,130,MANUAL,False,Granada,4.4,1.85,1.82,1430,3000,-,184,5.3,149.0,,1,5,25500
755,Ford,Ford Focus,C,2019,81773,Gasolina,182,MANUAL,True,Alicante,4.38,1.83,1.45,1369,1320,-,222,5.5,136.0,,2,5,21790
756,Seat,Seat Ateca,C,2019,61340,Diésel,115,MANUAL,False,,4.36,1.84,1.6,1428,,-,184,11.5,4.6,120,1,5,15537
757,Renault,Renault Clio,C,2018,60217,Diésel,90,MANUAL,False,Zaragoza,4.06,1.73,1.45,1090,1146,-,180,12.0,3.3,85,2,5,13900
758,BMW,BMW X1,C,2017,164683,Diésel,150,AUTO,False,Sevilla,4.44,1.82,1.6,1505,,-,205,9.2,4.1,109,2,5,17200
759,Peugeot,Peugeot 3008,C,2018,132776,Diésel,130,MANUAL,False,Alicante,4.45,1.84,1.62,1417,1482,-,192,10.8,4.2,109,1,5,16350
760,Fiat,Fiat 500,C,2017,49317,Gasolina,69,AUTO,True,Madrid,3.57,1.63,1.49,865,550,-,160,12.9,4.9,115,2,5,12800
761,Seat,Seat Arona,ECO,2021,80361,GNC,90,MANUAL,True,Madrid,4.14,1.78,1.55,1305,,-,178,13.2,5.2,103,2,5,15990
762,Mitsubishi,Mitsubishi Lancer,C,2010,1116416,Gasolina,109,MANUAL,False,,4.59,1.76,1.52,1290,1349,-,181,12.0,6.3,147,1,5,7400
763,Renault,Renault Mégane,C,2018,78264,Gasolina,130,MANUAL,False,Madrid,4.36,1.81,1.45,1205,1247,-,197,10.6,5.3,119,1,5,14250
764,KIA,KIA Ceed,B,2015,182574,Diésel,90,MANUAL,False,Huelva,4.31,1.78,1.47,1365,1318,-,170,13.5,4.1,109,2,5,8450
765,Peugeot,Peugeot 5008,C,2014,77913,Diésel,120,MANUAL,True,Sevilla,4.53,1.84,1.65,1472,2506,-,185,12.0,4.3,113,2,5,12300
766,Honda,Honda Civic,B,2014,20382,Diésel,120,MANUAL,True,Valencia,4.3,1.77,1.47,1310,1378,-,207,10.5,3.7,98,1,5,15990
767,BMW,BMW Serie 3,B,2011,156708,Diésel,143,MANUAL,True,Toledo,4.53,1.82,1.42,1565,1385,-,210,9.4,4.5,120,1,5,10900
768,Citroën,Citroën C4,C,2021,143298,Diésel,110,MANUAL,True,Madrid,4.36,1.8,1.53,1335,1250,-,193,10.5,4.4,115,2,5,14800
769,Peugeot,Peugeot 2008,C,2020,69098,Diésel,100,MANUAL,False,Zaragoza,4.3,1.77,1.55,1205,1467,-,185,11.8,3.8,119,2,5,19200
770,KIA,KIA Ceed Sportswagon,C,2018,75994,Diésel,110,MANUAL,True,Madrid,4.51,1.78,1.49,1314,1642,-,188,11.5,4.0,104,1,5,13450
771,Audi,Audi A3,C,2016,112577,Diésel,110,MANUAL,False,Valencia,4.31,1.79,1.43,1335,1220,-,200,10.7,4.0,99,2,5,16390
772,Renault,Renault Clio,C,2019,81177,Gasolina,90,MANUAL,False,Málaga,4.06,1.73,1.45,1090,1146,-,178,12.1,5.0,113,1,5,9338
773,Mazda,Mazda CX-3,C,2015,159000,Diésel,105,AUTO,False,Ciudad,4.28,1.77,1.54,1370,1260,-,172,11.9,5.2,136,2,5,14490
774,Opel,Opel Corsa,C,2021,49383,Gasolina,100,MANUAL,False,Madrid,4.06,1.77,1.43,1165,,-,188,9.9,5.5,117,2,5,13900
775,Hyundai,Hyundai i30,ECO,2022,9130,Híbrido,120,MANUAL,True,Valencia,4.34,1.8,1.46,1220,1301,-,196,11.2,5.2,117,2,5,22300
776,Ford,Ford Fiesta,C,2013,78973,Gasolina,100,MANUAL,False,Barcelona,3.97,1.72,1.5,1101,974,-,180,11.2,4.3,105,2,5,8450
777,Renault,Renault Clio,B,2014,82081,Diésel,90,AUTO,False,Madrid,4.06,1.73,1.45,1152,1146,-,176,12.9,3.7,95,2,5,12300
778,Mercedes,Mercedes Clase E,C,2016,80433,Diésel,194,AUTO,False,Córdoba,4.92,1.85,1.47,1680,,-,240,7.3,3.9,102,2,5,29500
779,Seat,Seat León,C,2015,111202,Diésel,150,MANUAL,True,Barcelona,4.54,1.82,1.48,1492,1470,-,206,8.7,4.9,129,2,5,14710
780,Lexus,Lexus NX,ECO,2019,56014,Híbrido,197,AUTO,False,Valencia,4.64,1.85,1.65,1785,1600,-,180,9.2,5.9,135,1,5,30900
781,KIA,KIA Ceed,C,2018,60735,Gasolina,100,MANUAL,True,Barcelona,4.31,1.8,1.45,1260,1291,-,183,12.6,6.4,145,2,5,14390
782,KIA,KIA Ceed Tourer,C,2022,29487,Gasolina,120,MANUAL,True,Huelva,4.6,1.8,1.47,1349,1694,-,190,11.4,5.3,121,2,5,18800
783,Mercedes,Mercedes Clase C,C,2019,35690,Diésel,194,AUTO,False,Madrid,4.69,1.81,1.44,1585,,-,240,6.9,5.2,136,2,5,28090
784,Renault,Renault Mégane,C,2019,43623,Gasolina,115,MANUAL,True,Sevilla,4.36,1.81,1.45,1231,1247,-,190,10.7,5.2,120,2,5,15300
785,Opel,Opel Astra,C,2014,118661,Gasolina,115,MANUAL,False,Málaga,4.42,1.81,1.51,1393,1235,-,188,11.7,6.3,154,1,5,8500
786,Seat,Seat Ibiza,C,2020,77112,Gasolina,115,MANUAL,False,Madrid,4.06,1.78,1.44,1149,1165,-,195,9.3,5.4,122,2,5,12800
787,Ford,Ford Transit Courier,C,2019,126674,Diésel,75,MANUAL,False,Toledo,4.16,1.76,1.75,1135,,-,154,4.1,142.0,,2,3,11900
788,Peugeot,Peugeot 2008,C,2015,101658,Diésel,100,MANUAL,True,Castellón,4.16,1.74,1.56,1180,1194,-,180,11.3,3.6,95,2,5,9990
789,KIA,KIA Rio,C,2016,22197,Gasolina,84,MANUAL,True,Toledo,4.05,1.72,1.46,1127,923,-,167,13.4,5.0,115,2,5,12300
790,Volvo,Volvo V60 Cross Country,C,2016,139072,Diésel,150,MANUAL,False,Madrid,4.64,1.87,1.55,1712,1241,-,205,9.1,4.2,111,2,5,15500
791,Citroën,Citroën ë-C4,0_EMISIONES,2022,8667,Eléctrico,136,AUTO,False,Barcelona,4.36,1.8,1.52,1616,1250,-,,352.0,,,2,5,23500
792,Mazda,Mazda CX-5,C,2017,147271,Diésel,175,AUTO,False,Madrid,4.55,1.84,1.68,1535,1620,-,206,9.5,5.8,152,2,5,21800
793,Nissan,Nissan JUKE,C,2016,85733,Diésel,110,MANUAL,False,Madrid,4.14,1.77,1.57,1305,1189,-,175,11.2,4.0,104,2,5,15450
794,Audi,Audi A1,C,2017,124032,Gasolina,95,MANUAL,True,Madrid,3.97,1.74,1.42,1110,920,-,186,10.9,4.3,98,2,5,15450
795,Suzuki,Suzuki Grand Vitara,C,2011,84785,Gasolina,106,MANUAL,False,Madrid,3.87,1.81,1.7,1407,964,-,160,14.4,8.2,195,2,5,9900
796,Mercedes,Mercedes Sprinter,B,2008,154950,Diésel,109,MANUAL,False,Cádiz,5.91,1.99,2.82,2045,,-,,,,,1,5,17990
797,Jeep,Jeep Cherokee,B,2014,110605,Diésel,140,MANUAL,False,Madrid,4.62,1.86,1.67,1828,1267,-,187,10.9,5.3,139,2,5,16490
798,Honda,Honda CR-V,C,2017,112872,Diésel,120,MANUAL,False,Málaga,4.61,1.82,1.69,1545,1669,-,182,11.2,4.4,115,2,5,18900
799,BMW,BMW X1,C,2021,152024,Diésel,116,MANUAL,False,Córdoba,4.44,1.82,1.6,1555,1550,-,190,11.5,4.9,129,2,5,17272
800,Renault,Renault Captur,C,2018,71075,Gasolina,90,MANUAL,False,Madrid,4.12,1.78,1.57,1173,1235,-,171,13.0,5.1,113,2,5,13900
801,Hyundai,Hyundai i20,C,2013,98590,Gasolina,85,MANUAL,False,Granada,4.0,1.71,1.49,945,1060,-,168,12.7,4.9,114,2,5,6890
802,Volkswagen,Volkswagen Polo,B,2012,146533,Diésel,75,MANUAL,False,Madrid,3.97,1.68,1.46,1132,952,-,170,13.9,3.8,99,2,5,7400
803,Volkswagen,Volkswagen T-Roc,C,2020,9184,Gasolina,115,MANUAL,True,,4.23,1.82,1.57,1270,1290,-,187,10.1,5.9,118,2,5,20800
804,Renault,Renault Mégane,C,2023,42756,Gasolina,140,AUTO,False,Valencia,4.63,1.81,1.46,1308,1543,-,205,10.0,6.0,135,1,5,18925
805,Peugeot,Peugeot 2008,C,2021,51132,Diésel,110,MANUAL,False,Badajoz,4.3,1.77,1.55,1205,1467,-,180,11.8,4.4,115,2,5,17900
806,Seat,Seat Ateca,C,2018,96590,Diésel,115,AUTO,False,Madrid,4.36,1.84,1.62,1446,,-,184,11.5,4.9,128,2,5,21500
807,Volkswagen,Volkswagen Golf,B,2015,117776,Diésel,105,MANUAL,False,Sevilla,4.56,1.8,1.48,1395,1620,-,193,11.2,3.9,102,2,5,14200
808,Mitsubishi,Mitsubishi ASX,C,2020,87440,Gasolina,150,AUTO,True,,4.37,1.81,1.64,1405,1183,-,190,11.7,7.8,176,2,5,19450
809,Peugeot,Peugeot 308,C,2014,177195,Gasolina,125,MANUAL,True,Navarra,4.25,1.8,1.46,1165,1228,-,196,9.7,5.6,129,2,5,7990
810,Peugeot,Peugeot Rifter,C,2019,107331,Diésel,100,MANUAL,True,,4.4,1.85,1.82,1424,1355,-,170,4.4,113.0,,2,5,10661
811,Ford,Ford EcoSport,C,2017,136177,Gasolina,125,MANUAL,True,Barcelona,4.01,1.77,1.67,1350,1238,-,180,12.7,5.4,125,2,5,11500
812,Citroën,Citroën Berlingo,C,2021,44735,Diésel,102,MANUAL,True,Málaga,4.4,1.85,1.8,1374,3000,-,172,12.7,5.2,137,2,5,21900
813,Mercedes,Mercedes Clase B,C,2020,24850,Diésel,150,AUTO,False,Sevilla,4.42,1.8,1.56,1535,1515,-,219,8.3,5.0,131,2,5,28800
814,Citroën,Citroën C4 Cactus,C,2017,95802,Gasolina,110,AUTO,False,Madrid,4.16,1.73,1.53,1085,1170,-,192,9.3,4.6,105,1,5,14500
815,Mini,Mini MINI,C,2020,32549,Gasolina,192,AUTO,False,,3.85,1.73,1.41,1270,731,-,235,6.8,6.4,145,2,5,25800
816,Seat,Seat Ateca,C,2020,82666,Gasolina,150,AUTO,True,,4.36,1.84,1.62,1370,,-,198,8.6,5.4,124,2,5,21990
817,Toyota,Toyota C-HR,ECO,2024,16484,Híbrido,196,AUTO,True,Barcelona,4.36,1.83,1.56,1560,,-,180,8.1,4.9,111,2,5,40200
818,Seat,Seat Ibiza,C,2018,99077,Diésel,95,MANUAL,True,Madrid,4.06,1.78,1.44,1253,1165,-,182,11.3,3.8,99,2,5,12950
819,Fiat,Fiat Tipo,C,2020,100783,Diésel,95,MANUAL,False,Barcelona,4.57,1.79,1.51,1395,,-,180,12.9,4.6,120,2,5,11450
820,KIA,KIA Sorento,C,2016,105276,Diésel,200,AUTO,False,Málaga,4.78,1.89,1.69,1849,1662,-,203,9.6,6.6,174,1,5,22900
821,Seat,Seat Ibiza,C,2019,102927,Gasolina,80,MANUAL,False,,4.06,1.78,1.44,1099,1165,-,169,14.7,5.0,112,2,5,10350
822,Porsche,Porsche Macan,C,2020,94287,Gasolina,354,AUTO,True,Barcelona,4.7,1.92,1.62,1940,1500,-,254,5.3,10.7,243,2,5,61990
823,Alfa Romeo,Alfa Romeo Giulietta,C,2019,91721,Gasolina,120,MANUAL,False,Madrid,4.35,1.8,1.47,1280,1045,-,195,9.4,7.2,164,2,5,14450
824,Mitsubishi,Mitsubishi ASX,C,2015,108816,Gasolina,117,MANUAL,True,,4.3,1.81,1.64,1285,1219,-,183,11.5,5.9,136,2,5,13800
825,Toyota,Toyota Auris,ECO,2017,148701,Híbrido,136,AUTO,True,Castellón,4.33,1.76,1.48,1385,,-,180,10.9,3.5,79,2,5,13900
826,Opel,Opel Corsa,C,2021,80966,Gasolina,100,MANUAL,False,Madrid,4.06,1.77,1.43,1165,,-,188,9.9,5.5,119,1,5,11890
827,Seat,Seat Ibiza,C,2021,49967,Gasolina,95,MANUAL,True,Sevilla,4.06,1.78,1.44,1128,1165,-,188,10.9,4.5,103,2,5,14290
828,Audi,Audi Q3,C,2018,120926,Diésel,120,MANUAL,False,Castellón,4.39,1.83,1.59,1560,1365,-,190,10.9,4.6,119,2,5,21800
829,Renault,Renault Kadjar,C,2021,42964,Gasolina,140,MANUAL,False,Córdoba,4.49,1.84,1.61,1320,1478,-,200,9.8,6.2,141,2,5,22500
830,Toyota,Toyota C-HR,ECO,2020,35692,Híbrido,122,AUTO,True,,4.39,1.8,1.56,1455,1102,-,170,11.0,4.8,109,2,5,22900
831,Mitsubishi,Mitsubishi Outlander,0_EMISIONES,2019,63885,Híbrido Enchufable,224,AUTO,True,Madrid,4.7,1.8,1.71,1880,921,-,170,10.5,2.0,45,2,5,23800
832,Mercedes,Mercedes CLA,C,2015,157848,Diésel,177,AUTO,False,Córdoba,4.63,1.78,1.43,1525,,-,230,8.2,4.2,109,2,5,21350
833,Mazda,Mazda CX-5,C,2018,185223,Diésel,150,MANUAL,False,,4.55,1.84,1.68,1734,1620,-,199,10.1,5.2,137,2,5,16990
834,DS,DS DS 7 Crossback,C,2018,100175,Diésel,180,AUTO,False,Córdoba,4.57,1.9,1.61,1535,1752,-,218,9.4,4.9,128,2,5,25990
835,Jeep,Jeep Compass,C,2019,69426,Gasolina,140,MANUAL,False,Valencia,4.39,1.82,1.65,1430,1251,-,195,9.8,6.2,143,1,5,18250
